Account;2018-02-11;2018-02-12;2018-02-13;2018-02-14;2018-02-15;2018-02-16;2018-02-17;2018-02-18;2018-02-19;2018-02-20;2018-02-21;2018-02-22;2018-02-23;2018-02-24;2018-02-25;2018-02-26;2018-02-27;2018-02-28;2018-03-01;2018-03-02;2018-03-03;2018-03-04;2018-03-05;2018-03-06;2018-03-07;2018-03-08;2018-03-09;2018-03-10;2018-03-11;2018-03-12;2018-03-13;2018-03-14;2018-03-15;2018-03-16;2018-03-17;2018-03-18;2018-03-19;2018-03-20;2018-03-21;2018-03-22;2018-03-23;2018-03-24;2018-03-25;2018-03-26;2018-03-27;2018-03-28;2018-03-29;2018-03-30;2018-03-31;2018-04-01;2018-04-02;2018-04-03
HarvardBiz;5329488;5329370;5329824;5329451;5328685;5328627;5328585;5329656;5330661;5331247;5333036;5335044;5336718;5338679;5340384;5342116;5343628;5345143;5345778;5346154;5347812;5350095;5352340;5354587;5356467;5357502;5357829;5358821;5360061;5361293;5362401.0;5363537.0;5364736.0;5366052.0;5367483.0;5368891.0;5370259.0;5370776.0;5372413.0;5374464.0;5375926.0;5377726.0;5378884.0;5380204.0;5381656.0;5383115.0;5384275.0;5386004.0;5387308.0;5388517.0;5389953.0;5390851.0
BabyPips;86203;86256;86317;86368;86394;86431;86475;86510;86551;86576;86617;86664;86713;86756;86805;86832;86880;86908;86933;86959;86982;87022;87057;87094;87130;87165;87121;87122;87151;87207;87267.0;87305.0;87342.0;87344.0;87386.0;87432.0;87485.0;87497.0;87563.0;87617.0;87644.0;87690.0;87713.0;87742.0;87814.0;87854.0;87910.0;87942.0;87964.0;87996.0;88035.0;88079.0
FTTradingRoom;23322;23342;23357;23362;23370;23374;23394;23408;23417;23418;23427;23432;23441;23448;23444;23452;23463;23475;23481;23487;23507;23523;23538;23549;23564;23574;23572;23576;23581;23600;23614.0;23625.0;23639.0;23644.0;23657.0;23669.0;23672.0;23675.0;23680.0;23695.0;23692.0;23698.0;23708.0;23716.0;23722.0;23728.0;23743.0;23751.0;23756.0;23757.0;23762.0;23772.0
TradingNation;16269;16299;16327;16355;16375;16397;16406;16416;16423;16441;16494;16553;16591;16603;16606;16657;16678;16698;16730;16733;16765;16792;16812;16854;16890;16916;16946;16964;16980;17015;17054.0;17124.0;17154.0;17173.0;17187.0;17193.0;17209.0;17239.0;17266.0;17291.0;17300.0;17313.0;17318.0;17344.0;17389.0;17415.0;17442.0;17455.0;17460.0;17477.0;17496.0;17527.0
BigCheds;29994;30701;31236;31691;32125;32618;33139;33592;34493;35368;35777;37023;37957;39089;39646;40295;40978;41162;41805;42335;42652;43117;43413;45804;46831;47343;47893;48261;48610;49020;49514.0;50246.0;50480.0;51155.0;51414.0;51783.0;52056.0;52598.0;52889.0;53204.0;53581.0;53902.0;54090.0;54323.0;54594.0;54720.0;54874.0;55134.0;55379.0;55628.0;55747.0;55939.0
DanielsTrading;6468;6467;6467;6468;6466;6466;6466;6465;6462;6462;6461;6461;6461;6459;6459;6461;6464;6466;6466;6466;6465;6465;6465;6467;6467;6467;6464;6461;6458;6459;6461.0;6460.0;6462.0;6462.0;6460.0;6461.0;6460.0;6462.0;6462.0;6463.0;6464.0;6466.0;6467.0;6469.0;6471.0;6472.0;6474.0;6471.0;6465.0;6465.0;6466.0;6467.0
canuck2usa;41805;41890;41975;42015;42056;42230;42285;42332;42342;42345;42375;42422;42476;42516;42546;42583;42656;42674;42678;42794;42918;43053;43109;43146;43190;43180;43270;43395;43409;43427;43438.0;43453.0;43489.0;43508.0;43553.0;43595.0;43624.0;43627.0;43649.0;43680.0;43693.0;43723.0;43747.0;43828.0;43857.0;43891.0;43923.0;43932.0;43956.0;43979.0;44007.0;44034.0
BourseetTrading;14611;14639;14653;14661;14659;14643;14635;14626;14630;14654;14687;14704;14721;14747;14775;14809;14861;14897;14926;14950;14962;14989;15051;15092;15137;15157;15138;15151;15167;15202;15236.0;15260.0;15281.0;15325.0;15342.0;15365.0;15411.0;15455.0;15476.0;15499.0;15531.0;15540.0;15561.0;15611.0;15646.0;15679.0;15698.0;15719.0;15765.0;15787.0;15820.0;15848.0
mytradingbuddy;85102;85075;85049;85005;84944;84913;84831;84667;84480;84268;84343;84415;84449;84484;84528;84543;84555;84600;84636;84654;84705;84732;84771;84790;84771;84653;84223;84119;84163;84202;84219.0;84260.0;84287.0;84283.0;84262.0;84264.0;84291.0;84285.0;84312.0;84324.0;84365.0;84385.0;84389.0;84385.0;84404.0;84406.0;84405.0;84389.0;84392.0;84392.0;84393.0;84400.0
tradingview;39771;39902;39993;40092;40192;40354;40445;40543;40616;40684;40737;40796;40849;40892;40938;40993;41045;41109;41188;41254;41318;41365;41419;41486;41549;41633;41644;41694;41760;41866;41941.0;41981.0;42005.0;42127.0;42192.0;42277.0;42331.0;42342.0;42465.0;42511.0;42535.0;42580.0;42621.0;42658.0;42689.0;42753.0;42833.0;42873.0;42939.0;43054.0;43107.0;43162.0
LSFinancial;15383;15384;15383;15382;15383;15382;15379;15379;15381;15377;15377;15378;15381;15381;15379;15377;15382;15386;15387;15393;15392;15393;15387;15391;15389;15388;15380;15374;15378;15376;15377.0;15373.0;15373.0;15376.0;15375.0;15374.0;15374.0;15375.0;15377.0;15382.0;15382.0;15385.0;15386.0;15389.0;15388.0;15388.0;15387.0;15386.0;15391.0;15390.0;15389.0;15394.0
TV_TradingIdeas;13487;13490;13511;13523;13528;13557;13597;13622;13627;13637;13639;13647;13653;13680;13680;13688;13718;13804;13820;13837;13864;13871;13874;13895;13909;13928;13907;13913;13913;13902;13920.0;13945.0;13970.0;13968.0;13938.0;13925.0;13916.0;13905.0;13898.0;13876.0;13856.0;13862.0;13881.0;13884.0;13873.0;13881.0;13909.0;13919.0;13919.0;13925.0;13942.0;13943.0
